text,label
damn...u know i 4got that...lol...how u?,0
"@Dncr1804 i don't even know what i did or said that was ""emo-esque""",1
thanks! Sucks.. Its hard for me to let go of players that have been on the team since i started watching lol,0
"sucks aye.""",0
fuck yes,1
  yea :),0
 are you looking for any bfs atm =),0
  laugh out loud,0
 Yeah  I met them at their show :) Got a free shirt too.,0
"lol exactly. ""Hey guys  how about a 13-sided paralellogram? THAT'LL fuck em up!",1
  encore! encore! suree hahaha,0
 How can sweet and sour sauce be sweet and sour at the same time?,0
 what is a z job?,0
o so the rumors are true i am OBESE! yea fat!,1
Damn you should have accepted them and said your name was @stephbarnard,0
i REALLY hate you,1
 heey. how many other formsprings do u have? like 50? damn. get a life.,1
i think so too.  xmas w my family has always been so fucking traumatic  it'll be nice to not deal w their crap!,0
damn...wish I knew how to write script. I just did 9 and have 7 more to upgrade.,1
That was fucking hilarious... WIN,1
 Talk about a time when you got into trouble at school,0
Alors NERD s'&#233;tait bien ? vous avez du &#234;tre folles pendant lapdance XD &#224; SAMEDIIII &lt;3,1
I hate that salt is on my new car,0
  WHO DOESNT!!(:,0
hahaha. once years ago when he was sleeping I applied some to his lips. I hate it when guys hve better lips 4 lipstick than me,1
muahahaha that super sucks. i just shot ppl to death. eff the time trials takes too much time. only had the game for a day.,0
yo I will nerd out on this shit all day!,1
Oh I know. It doesn't hurt to have one of the richest woman in the world actually hate you. Elvis had the Memphis Mafia. Oprah...,1
I thought the same thing  he should have just hauled ass.,1
damn  i missed it,0
damn why fuck drake?,0
- Aww. I know. It's a learning process  and it sucks. *Hug*,0
  jennifer,0
 pretty gurrrl(:,0
 What&;s one thing you&;d like to do but haven&;t done yet?,0
He's passed out in my bathtub. Only way I could restrain him: knocking his ass out and leaving him in the dark. :1,1
I hate you sometimes. lol,1
Oh  that sucks. Why I blew off my own appointment yesterday. I just couldn't face the wait.,1
  Haha I know huh(: lol jealous bitches,0
That sucks. I've escaped it so far  but you're right  everyone else seems to have it or getting it. I'm prolly next. Yikes!,0
Wanted to change my username -- 'v4sudh4' sucks. At least  'qbarq' sounds  better than 'meow' or 'spherical cow'. :/,0
good to hear your okay... I need my the gay...... Wow i rhyme,0
Pah. Loser. ;) Haahaha. Well done fella. Very interested to chat to you about it sometime!,1
  Youuur daddyyy  <3,0
slash retard off.. Missread that :(,0
lol  i know what you mean. But i kinda am a nerd so yeah  but still,0
A gay couple getting married in NYC isn't going to change anyone's idea about marriage. Divorce has redefined marriage.,1
  nahhhh. you cant help your lungs are only as strong as god made them,0
"Well  if he's a pussy  he surely isn't that man of ""substance"" your looking for lol...Don't settle when you know you want more.",1
 What&;s the secret to happiness?,0
get them all out of the dome ....NOW damn it...,1
Why does CHUD hate kids so much? 10 years from now  they're your readers!,1
I WAS SLEEPING FUCK OFF,0
heh i'm a thunking (friggin hate that word - 'thunking' how daft - anyway) - is it a CON?,1
 NO NO NO NO NO I HATE YOU.,1
also let him know his Irish accent sucks in some of the podcasts,1
Hey  at leat you got SOMETHING. Know what we get at work  as I found out 2day? NADDA! Bah hum bug! Damn scrooges!,1
damn  why don't all harem leads shout that  kouhai~? would be interesting the resulting chaos,1
nope  I kept fucking up anyways,0
I'm surprised you hate this movie so much - um  what exactly is a good movie for you?,0
The dam @chilis? Is this like the pig under your tree? Have you cracked open the chard already?,1
Especially the gay cowboys. Ha ha.,1
lmfao! bad ass!,1
 tabi i think your the best but you push me away from being your friend because i did something wrong and i hate myself everyday and ive always regreted it happaneing i dont know if you know who i am but i want you too know i wish that never happened,0
why the hell your customer tried talking shit too me! I should to just push his ass tha ground! Fuck excuse me!,0
 When was the last time you completely broke down?,0
emang lagu2nya emo? bukannya mellow? :D,1
And I want a mansion in the countryside  a motorcycle  two cars  wife  kid  dog and a big fat wallet that says bad motherfucker.,1
Well I I said some words about Pollgod that i didnt mean because a SP member was being a fuck head lol,1
http://twitpic.com/vk9k - Dick Whittington's Lolcat: NICE SPACE TROUSRS  BOSS #twitpanto,1
damn!! *goes off to call God*,1
  Star Wars.,0
I've made myself achingly sore playing mario anything on the wii. lol LOVE that  game. Rainbow Road is a bitch. :D,0
Hints in icing are bad or good? Skywriting sucks unless the hint is a very short word. I'd suggest a delicious tag for nerds.,1
yo i can kick yall ass for that synth in the begining..GOOD SHIT!!!,1
damn straight! I say you  me and danie have an epic rap party over break since we'll all be off. Yes?,1
 What is unbelieveable to you?,0
  yess its very unfortunate :),0
 oo i gotchu yeah. manee,0
just put your phone on dilent or turn tweets off  damn yo,0
ok that sucks. Someone needs to remind them about progressive enhancment....,0
http://twitpic.com/pyb6 - is a very naughty panda  always has her ass up in the air.,1
got delayed.  your ass kicking will have to wait.,1
You ruin fucking everything.,1
Dread leads to hate  hate leads to suffering and suffering leads to the RAGE!,0
y'all are so fucking classy. miss you!,1
 ASSHOLE,1
Predictability Sucks!   WHUUP! (not being predictable)  Kev,1
 Who is your idol?,0
lmao  i hate you. &lt;3,1
 What would you do if you found the wallet of your next-door neighbor who you hated?,0
Damn!! Thats cold! The reason I'm always there for my kids!,0
but for me its not about the calories or the fat  its about the dairy... I'm trying to avoid that. and Gluten.,0
- you are a man of action. great work Daniel. don't forget to record your fat loss seminar!,1
my trainer likes to play games when I'm on the treadmill. He'll move the speed up and down up and down just to fuck with me,1
i am almost to that point. which sucks  because i had it set up perfectly :(,0
sadly i did have ideas stolen  more than once so now i'm a paranoid freak about it ... but I trust you  you like legos.,0
I love fat albert!,0
You have serious iPhone keyboard accuracy issues  krk! or really fat fingers.,0
  Most of the time :],0
Let that pussy freeze. Rotten bitey little bastard.,1
 you&;re reallly really pretty (: haha. but honestly.,0
hahah! OMG  that was the creepiest clip of crazy I've ever seen in my life and I hate that part of the trailer! AHHHH!,0
 do you also like diary of a wimpy kid??,0
fine I hate you too,0
here 2!Another big storm is blowing our way. I hope it waits until I'm home from work b4 it starts snowing. Hate driving in it!,1
I'm celebrating and drinking to the fact you're an annoying fuck :),1
  No worse. I woke up with a stuffy nose :[,0
 piratee&;s or ninja&;s? Ahah,0
oic but what do you want sir? Did I get you a book on conspiracies and shit already? Yes I did hmmmm fuck thinks,1
want me to cut a bitch for ya?,1
If you're hard at work or just leisurely reading  you're not a poser.,1
cool i got itunes aswell but i only use because ive got an ipod and i hate windows media player,0
stop stealing my schtick  whore!,1
That's just one of many examples of Superman being a dick. http://tinyurl.com/5sgv8c,1
if anyone's a loser  it's YOU.,1
You done started something! Got me all nostalgic and shit KNOWING good and damn well I got work to do...LOL,1
 What is the first thing you think of when you see a cow?,0
Tough love is key. Though I'd never do that to my brother because he has done so much for me  but she sounds like a bitch.,0
"Sure glad you found something better to listen to. Would hate to hear you make the news ""that"" way",1
@kurot they hurt TAT;; I hate going to the doctors...,0
you are a fatty fat fat,1
Sorry to hear that. Sucks! Who is the supe?,0
  Haha Sureee,0
 would you ever hire a hitman?,0
plz dont even talk about getting fat i put on @ LEAST 15 lbs its delishhhhh mad chocolate TO THE DOME,0
I missed that run  had my kids that wknd. I hate to admit I've been on the treadmill cuz its cold at 5am my schedule sux! Lol,0
I take full pride in being a nerd. Hahah.,1
damn I can't believe all that happen to her hair. I always thought it was simple 2 straighten natural hair,1
Exactly. Poor kids. That damn thing has me watching weird videos on YouTube now. Argh.,1
goddamn it kj...fuck you 58 times http://tinyurl.com/59blcl,1
 If laughter is the best medicine  who&apos;s the idiot who said they &apos;died laughing&apos;?,0
what?!?! im sorry!!!!!! ill kick his ass for you if you wish i got some pretty wicked awesome ninja skills :),0
"I'm still on the fence. But  I have a pretty good idea.  All I can say is  ""DAMN.  Damn  damn.  Really?!!  Damn.""",0
Cuz u wanna fuck ricky martin,1
yeah i just watched that my damn self. ridiculous.,0
That sucks.  Life can't really be that bad  right?  Chocolate does always help.,1
  ummm idk i do and i dont haha,0
There's a dfference? Damn.,1
 how old are you?,0
I got it. How many damn websites do u have homie! Sheesh!,1
I think that's another one that I haven't seen that makes me eligible for gay card revocation,1
  Well   I guess I love youu too whore(:,0
@lastlee...that movie was good...not boring...very gay....but equally good,1
  nope,0
It's not weird you hate that. Me  too but sometiimes the list gets a little unwieldy.,1
  I dont ever rememeber peeing my pants?,0
@homebasenyc Alice don't believe anything this kid says !!! I hate him  but only cause I love him so much..*sigh*,0
damn son,1
your kind of a such fuck you know that right?,0
 will u cook with me in food tec whenever we cook next :P ?,0
  dane cook,0
that is one bad-ass Treasury! nice to see some new artists in the mix. I heart Charles Chuggypeg!,0
eek that sucks... the floor under is going bad?,0
  which one? kuz iThink yew tawking bout mi ex,0
"Oh yeah. That would be a good one. I still think they could kick ass doing ""Got to Get You Into My Life.""",1
Wait if I shut down my phone company who's going  to sponsor you in the emo olympics?,1
Oh  well  just try not to piss him off too much. I don't think I can save you from him  yet. Unless the cars done...,0
Agreed.  Is Dick Clark setting an example of what to do or not to do?  Very sad to see him now God bless him...#nyetwarty,0
sam are you showing in 'in sequence' at white whale on friday night? I wasn't sure... since you'll be out of town for the opening ,1
please don't hate. :-),0
@derekbender It takes a real scumbag to steal from a community. Whoever stole the foosball table can bet I will fuck you up.,1
 What would you want to be written on your tombstone?,0
Michigan doesn't make superstars...... just regular ass players look at Charles Woodson,0
even worse :-( you like them more..fucking tits and what not,0
 are u guus foing out yet!???,0
  GOD.,0
 I LOVE ADTR! VvV They&;re my fav. I know every song by heart.,0
that sucks  how many dogs? ...2?,0
  ummmmmmm  im not sure about the nicest. but ive tourn someone down with words pretty well. so thats the worst.,0
And yes  a low-fat diet will definitely help!,0
are we going to see u in 2 wks?  Sorry life sucks (move to Fla! you know it would be fun),0
DM. damn.,1
Fat Boys have a new song?!,1
 Whhenz yur birthdeyy.?,0
I'm doing both. And it sucks. But I've got a lot done (work-wise) & then will spend the day finishing some Christmas stuff,0
katrinaneufeld Does a French whore smell better or worse than ur down home Blackstone variety?,1
I hate those backgrounds because you can't click on any of those listed links. I find it frustrating.,1
when can I meet your uncle??? Maybe he could give a wiki demo to our loser peeps!?,1
except for joe jonas the ass munch who broke up w/our tyler via phone..kinda like doing via text - what kind of a-hole does that?,1
"This holiday is to celebrate a man nailed to a board. I want you to be MERRY about it. Why are you crying? DON""T FUCKING CRY!",1
  Do youu?,0
poor thing. at least you got in okay. And you didnt have to sit next to a psycho bitch for 2 hours.,0
"The golden rule is to treat people as you would like to be treated. They simply don't see gay people as ""people"". That much is obvious",0
and holy crap  that's a long time!! D: that sucks!,1
lol Jose I fucking love you lol.,0
LOL I did zackly same thing! BTW thanks for leading me to @ChipEFT Just reqd Born Loser's Guide to Abundance! http://rurl.org/18kr,1
bitch you wanna go? Ill kick your ass,1
"hate ""can'r do"" atitude. can do works almosr all the time.",1
read the emacs-rails codebase and then see why emacs is just damn cool,1
@TanJa_C that might be a girl's car  but it is one damn hot girl's car! It has grrr-power!,0
  say my name. say my name..haha,0
  helping someone without them knowing who did it.,0
LMAO! @ ur new pet...I thought u sent me a pic of a big ass butterfly...lol!,1
How would they define failure anyway? People giving up and going back to reruns of The Biggest Loser?,1
lulz. fat chance!  good news is no bacn from friends adding you :D,1
hangs longer than u while u lay there on ur ass! 1 day u gonna look back @ these days & ask urself where did ur life go?,1
and somehow I still wish I was there  pig parts and all. Amazing.,1
  polly prince on a Along Came Polly.,0
Wow  that's bad-ass. You're like Stanley now. Well  even more so...,1
 My KEGELS can't take the archives. Fuck!  Got them workin' workin' day & night!,0
  Because she is an amazing person  and I hope that she would agree with me when i say we're &quot;close friends&quot;...,0
he's a retard. shouldnt he be old enough to know to not  be so damn nosy and butt in on peoples relationship.,1
you are a twitter/last.fm whore! :P,1
lol  what?  Tell Danielle that I have mad skills when it comes to reading people  fuck.,0
got damn  this dudes flow is boooooring. *sleeps*,0
I'm not sure I could work in politics. I hate the dress code.,0
 If K.F.C Stands for Kentucky Fried Chicken  Why do they play sweet home Alabama on the comercials?,0
I hate them. I eat them for dessert. I will keep following you. I believe in your cause,1
 Best thing that happened to you this summer? :],0
Well damn  that means you working wit something!  Lol..,1
ikr? It's so fucking gross. GET ONLINE AND SAVE YOURSELF FROM THE 'TARDFULNESS.,1
How the hell is Dallas fucking cold? Has anyone ever seen snow down there?,0
I hate when you get stuck out in the cold wearing cons.,0
  not at all!!! I smile too much,0
  Fear. Only because of the corruptness of it all.,0
i hate hate hate being snowed in! (how's that for a sum up?),1
I'm gay and I'm pregnant gak mungkin berhasil. This guy is persistent. Gmn ya. Can I just simply ignore his msgs??? :-D,1
dawns a Fucking twat and @occultclassic that is the best song on the album,1
 Yeah  smart!! Lets encourage kids to eat cereal that is pure sugar so they get fat AND rotten teeth. Lovely.,0
Sorry to hear that  lol. You are going to hate the keyboard for twitter & texting.,0
FUCK.,1
  Ah me. by griffen house :] idk why. It just makes me happy,0
Oh  come ON... 1/10?  That is fucking ridiculous... that's what you give a movie like Love Guru or one shot on a fucking celphone.,1
I do..my ass wanna go home!! lol,0
"hate ""can'r do"" atitude. can do works almosr all the time.",1
 CAN YUH WAM?,0
  Dare me :),0
Right. That wouldn't be creepy as fuck.,1
I imagine. Another thing  every time I open the Reader  my subscription folders are ALL open. I hate that too.,1
  Not currently.,0
you're a fucking maniac.,1
loves 1 Guy 1 Cup! She just admitted her lust for it! (@kristinaking ISO man who breaks glass in ass),0
" ""Self-serving confessions  meaning that one is tattling to cover own ass  im plicating another? """,0
Thai sucks too many peanuts,1
after I kept getting caught I just said fuck it  lifes too short and I wanna sing off key fools!,1
holy fucking jesus mother  gad damnit WTF? wow.,1
actually i think that would be Brendon. so we would have rufus_: I hate jackhammers. Brendon: jackhammers??? cupcakes!!!,0
I love that you love hockey! (even if I dont like your team- tho I hate the Avs too so we have smthing in common) Go 'Nucks!,0
I learned that making a full pot of coffee with a single serving press is a wicked pain in the ass. Ordering 8-cup from Amazon,0
try putting lemon peels around the base of the tree; supposedly cats hate citrus smell,1
sadly true - mens lifestyle walks a fine line between britneys bits  and articles about pectoral development for gay guys...,1
Thanks ur an angel. my header is horrible  I hate it but need time to make something prettier. Also gotta set up analytics,0
would you be implying that im gay  or youre blind?,0
just use water  loser.,1
"@theaitch it's never said  but the imp. behind ""be more interesting in bed"" was to me  take it in the ass or be more kinky",0
  purple : ),0
we are so silly and pathetic and so fucking cool! You tellin me you choking made me choke! And I am sitting next to some girl w ...,1
eww  that sucks. hopefully u have off soon?,0
Fuck no  I don't feel silly. I worked hard for that.,1
YES. the thing is big enough for my ass plus another half. its like my parents couch.,1
aww that sucks! Sorry to hear it :(,0
Oh  damn it.  I should make it more drunk-tweet friendly then.  Doesn't your twitterware allow you to just click on my face?,0
  I don't unless Im really mad then I cry.,0
Damn.  Nice site update.  You do good work.,0
yeah i dropped by on the way home. Sucks man! But you can tell they were amateurs,0
 What are you getting for Xmas :D,0
holy fuck! 5-14 ALREADY! so what does it snow everyday over there and in the summer does it rain everytday? buurrrrr i&lt;3 N VA,0
  never been on a plane :(,0
Ew :( That sucks! I'm sorry.,1
Bey going to get her ass whipped!,1
  hello :),0
Ok dis weak iz no good. Booked all morning wit srs naps  den runch wiff dat bitch miss muggles. Howes next week?,0
ohlala dago ktny tmpt nongkrong gay :D,1
  ive supported a friend that needed comfort.,0
I hate you so much you stupid New York... douche. bagel.,1
that gem fucking with santogold and kanye west is fucking sick! love it.,0
i hate you,1
 When you packing your stuff to leave and go somewhere for awhile  what is the first thing you make sure you have?,0
ah traffic sucks!!,0
Haha. Cool. Just sucks that we have to wait so long for season 2.,1
  i think the death jokes are worse.,0
make love not war.  don't playa hate  congratulate.   sorry for the cheese. but its true.  be kinda kind.,0
So you were a geek and gay at a very young age ;),1
and @rapperbigpooh. Was that Sheila easton? Nah...it was that chick that used to fuck with Prince right?,1
aww that sucks :/,1
I got it. How many damn websites do u have homie! Sheesh!,1
i hate u! Jk.. But u can keep it.,1
Jebus is he 2 already??? Fuck I feel old,0
I've been getting a lot of that Which sucks  cause I really need a job.I did get a random check from an old job for 100$ today though,1
congratz! i heart unapologetic sexy ass ghetto fabulous bitches!,0
yeah  but w/ that running time u'll be there 2morrow. that mmovie is long as fuck.,1
I never said anything about lovin ya  dick cheese  just that I say your name alot  probable with fuck in there somewhere,1
Damn  that sounds good!  lol.  Now I don't remember what I wanted to eat tonight.,0
  yes =D,0
wow that is damn ridiculous.  I think i will be crossing off dubai for places to visit.,1
 You&;re Lame As Fuck .,1
Fuck yeah. I noticed that too.,1
Wendy's - Oriental Chicken Salad w/ grilled chicken.  Way good.  I think it's 20 grams of fat just in the dressing  tho! Argh.,1
i second that. i hate banks,1
"-Steffy-""",0
The ex-gay ministry  Living Waters has one geared to high schoolers! JUST KIDDING! ;),0
 prada or jansport?,0
lol oh that sucks   but hv a safe flight,0
I had a good holiday here in Alabama. Haha  getting a new blackberry on January first cause my phone sucks. How was yours Mix?,0
holy fuck.,1
all i heard for the last 2 hours was WHORE WHORE WHORE SLUT WHORE WHORE OH MY GOD WHORE WHORE,1
if you were black  that last one would be so damn racist,1
he's gay like u lmao. And the rest of the guys are alergic to fruits. *wink* lmao.,1
You can stop voting now. Holy fuck. If only McCain had you on his side  and you were 18.,1
I hate games like this. All these people shouldn't be going down.,1
"... that is funny... not two seconds ago  somebody walked by office and said ""I hate winter!""  LOL",0
Haha yeah. Jack's already gay. We're just trying to get Zak to come out now XD,0
yeah. i had to beg the stupid teacher. it was so gay.,1
you dont need a big fat spirit animal to be embarassed...,1
totally loved Odo. But the Ferengi make my skin crawl. out of all the species  they're the ones i hate the most. yuck!,1
  yes i think so,0
 What is the last film you saw?,0
"""It was not fun",1
  Show your face.,0
 Y A Y!!!!!!!!!!!!!!!!!!!! IM SO HAPPY THAT YOU ARE GOING TO NORTH :DDDD YOUR GOING TO LIKE IT WAYYY MORE THAN KING  I PROMISEE!!!!! =]]] I LOVE YOU <3333,0
 your come backs are fucking horrible you dumb bitch. wtf  are you like fucking five? you&;re like. &;i know you are but what am i?&; yeahhhh. no. bitch get a fucking life.,1
 would u ever go bungee jumping like justin did?,0
thanks. i know i hate it to  but it also makes me happy to see ppl that care. you made me smile  so good job :D,1
- RR could also whup JT's ass.,0
fuck yo moustache you young ass nigga. Step yo beard game up,1
 How much money do you need right at this moment to be happy?,0
omg that so fucking sucks,1
the only thing i hate more than the man is a raging UTI.,0
mythbusters is a great and nerdy show. Embrace your inner nerd..no suprise they were on the launch of youtube live ha NERDZ ROOL,1
18 fuckin children. damn....,1
are you sure you know what your getting yourself into by following my twitter whore account?,0
 Do you look for quality or quantity?,0
If you guys are having the problem that pages aren't fucking loading  then I'm having the same problems too.,1
I bet we are freezing more than you are. The North sucks. Ugh!,1
sweet but no hurry  I know you are kick ass busy. Also it isn't het...,0
He can be a nice guy  but he is such a dick when it comes to fabsubbing that it is ridiculous.,1
can't hate on that...,0
Oh Shit!  I am a yoga loser. But not any other kind of loser.  I have already showed up once with no class  alas.,1
yeah I hate this bitch and I'm glad the chief killed that other dude!,1
 I can&;t believe through out our entire friendship you never told me you were fake D:,0
  Reow................,0
hellz ya I kick ass...just don't think the wives would think so,0
 Spam me   ill return the favor : ),0
  sorrrrrrrrrrry.,0
hot ass mess!!!! hahahaha,1
http://twitpic.com/uzdf - fuck! this is amaing! id tap that ;) maybe my bass and your bass can get together and like to ...,0
sorry im jus sick of the bullshit  i jus freestyle spoke dino  fuck off lol,0
jia..that is dead ass wrong,1
@lilt601 @wordofsouth who will have the hottest albut out in 09 and I hate managers that try to rap ie L-Bain lol,0
I'll take a stab...send me a DM...I do this somewhat professionally on the side (former English major nerd!),0
  Denny's :DDD,0
@icyfrance THANK YOU DUDES for kombucha!  I am waiting to unleash the fucking fury on my gastronomics til later afternoon.,0
I hate the month of January! Can we bring back November? Better yet  last semester?,0
"@Dncr1804 i don't even know what i did or said that was ""emo-esque""",1
:(  sorry..that really sucks.  and right before the holidays.  bah humbug.,0
  hahah thankyou :),0
I'm not only at work  I'm making three others work as well. Who's the biggest loser now?,0
so i said listen cunt.. i hope your year brings prosperity and happiness. and then i got my gun  and blew her brains out.,1
 What time is your alarm clock set for?,0
  no thanks,0
Check @ replies from hahlo  twhirl  tweetdeck et. al. they reply to the user not specific ID. Makes following convos. a bitch.,1
 I nearly ran over a prostitute once with my car.(True story.) What&;s the craziest thing you&;ve nearly hit?,0
holy fuck.,1
shit that sucks. sorry to hear it!,0
i hate firefox today. doesnt want to work at all - i have had to go on safari ;),0
canadians always make me think shut your fucking face uncle fucker!   http://kenny.smoovenet.com/grabpics/terrance.gif,1
 so whats up,0
that sucks.  gg was fantastic this week ,0
i bitch slapped my cousin once.,1
"""See  I had to google """"cloved lemon SCA"""" to figure that out. ",1
sucks that the rule is when u sell property back u lose a bit,0
IMA ROUNDHOUSE KICK U IN UR FISCAL POLICY IF U FUCK WITH MY ABILITY TO PRINT TEH MONEEZ  MOFO!,0
i think that means ur gay. or a child predator.,1
I knw!!!!!  I hate that! D:,1
 why did you choose nursing?,0
 i hate that too - i have blocked a few of stalker / serial networkers on fb too.  maybe they should tweet first?,1
  Who are yew??,0
Ummm...was that our little brother's ass? And you dare judge me?,1
  Fist fight?? No. Im a lover not a fighter. ha,0
  Hmmm. he's an ?,0
I haven't started mine yet and don't know that it's happening. I'm a card freak  though  so probably I will send something.,1
 About how many pairs of jeans do you own?,0
 have you seen the trailer for Lindsay Lohan&;s new movie &quot;machete&quot;? if so what do you think?,0
Keep your damn hands off my @jgarber. We claimed him first!,1
  yea,0
except now they have his crazy ass son to deal with  probably.,1
I'm glad to know your trusty little saturn kicked snow's ass. Snow had it coming.,0
OH GOD DAMN IT!!,0
damn! twitpic that shizzle!,1
  only in burgers.,0
haha I always say that! Girl or not  I too can rock out with my cock out! Hah,1
I hate when that happens!,1
 Which cartoon character do you resemble the most?,0
- Yea man these big bloggers always think they are the best.. Will have to show them X-( I fking hate Big bloggers..,0
  yes lol,0
U stupid bitch. I said Its in my car u always at work or chillin with then regis niggas.  Don't piss me off.,1
Myspace players seem to hate me. But whatever it is  it will never be as good as Grandpa's Last Christmas,0
  four,0
 what if you won&;t be able to bare a child? will you get a surrogate mother or adopt a child? why?,0
 What website do you spend the most time on?,0
 bitch i can rap beta den yo ugly ass,1
my dad started all this bullshit with my fam. He's such a fucking dumbass.,1
 and why is that?,0
damn man kobaa e ??? :O,1
 Are you passionate about your beliefs?,0
lol penelope died?? thats so depressive  i have a compaq it sucks  i dont have a name for my computer tho : ),1
  Hmm I love the beatles :],0
"We've maybe had 1"" total here across 3-4 different ""snows"" My first time with snow tires ever and I can't have any damn fun!",1
I don't have a damn clue what you're talking about. I'm just now on Better Halves.,1
 NO NO NO NO NO I HATE YOU.,1
damn! Do I want to come in tomorrow??,0
 Does it annoy when people jock your shit?,0
well @askfrasco is  still trying to figure out how to get my ass to UK in Jan! need a business angle!,0
Checked out the site and subscribed on iTunes. I'll give a podcast a listen (am a bit of a podcast freak - usually tech),0
-- damn fool. you're a 247 workhorse!,1
i hate when i miss mac chats! grrr,1
I want beach now. Damn.,1
Heh  his name's Jeremy (stupid little nerd  but he's up for any challenge.) And he's about to break  anyway.,1
 Where do you buy your groceries from?,0
"- you can trust me to do my part to help @adam_callender win his ""biggest loser"" contest.  ;)",1
: And whilst on the subject  all Aussie drivers should be reminded KEEP LEFT UNLESS OVERTAKING. Damn middle lane owners club!,1
dating a 4 year old? Damn. You're faster than me. I only caught 3 year olds name.,1
faa lalala gay apparel daa da da daaa yuletide carol la la lala laaaa....,1
  It was mostly how i was raised and how i like to act myself. personally i like the way i am :],0
That sucks dude  I can give you all my  media if you want a head start on getting it all back...let me know,0
"LMAO! It's so funny ""bounce that ass""",0
i do every. Fucking. Day.,0
  when did you ever hear that? haha.i dont even talk to matt.,0
...go absolutely insane.hate to be the bearer of bad news..LoL..dont shoot the messenger (cause we all know you bought that pistol,1
All the players HATE Avery; it's almost funny if he didn't piss me off so much. We won Tuesdays game  but nobody remembers.,0
 do you smoke or drink,0
 Do you have any scars on your body?  If so  how&;d you get them?,0
THAT WAS THE MOST  MOST BEAUTIFUL CHRISTMAS CARD I HAVE EVER RECEIVED.  I MEAN  DAMN.  80,1
Praise the lord. That show is trash. Don't think you even have to be a nerd to realize that the show is so out of touch with tech,0
damn old people now a days they are the dangerous drivers,1
  nope. and i wanted one but now idk cause i just dont think id be happy in a few years so oh well.. ill prolly never get any but i like it that way,0
I asked what cod was the other day since Mr I'll Show You My Cock said it and got ridiculed for not realizing whaat it was,0
 How tall are you?,0
there should be pictures of him at fucking otaku's cosplay section,1
 How do you deal with anger?,0
yeah it really sucks I need to manage my time better I guess or maybe I should party haha. Oh well. C'est la vie I guess.,1
I know - I really wanted to go to the show - but I gotta be responsible. I was in class w/all the idiots. I hate them all!,1
 but tequila lures me in...then bitch slaps me silly.  Last night there was NONE of that.,0
"that's why I hate them. ""Oooops  why don't I go this way and destroy your whole story. Or maybe ill refuse to say anything.""",1
 Would you get high with me?,0
@shallomj i would resent these comments but i fucking agree with you,0
too right XD Gordon Brown can officially kiss my ass! Freak!,1
i hate you so much right now. my ass is fed up with this snow shit and it's only been a week since i've been back up north!,0
suck my cock  bitch. i am allowed to be scared of whatever i want. *z snap*,1
 I wouldn&;t say being gay was cool :L,1
 @steph125 says fag... no one likes jacob...  and im starting to  question ur 2nd to last twitter...,0
Fuck off naturally as opposed to artificially?,1
call me emo again and i'll cut myself,1
and biggest. That would be a bad-ass name too. At least his middle name.,1
I don't care about leakage. Fuck the person sitting next to me in coach. (actually I do care),1
what a fucking bitch.,1
every one laugh at the sad gay clown,1
I gave my wife Neil Gaiman's 'Preludes And Nocturnes' and 'The Dreamhunters' for Xmas. Bloody expensive! Damn comic nerds! :-P,0
@TitanLineAudio lol BJ's blow ass :P,1
Sheeyat....Freezing rain is no punk. Hope you didn't fall & bust your ass in the parking lot.... I almost did.,1
Most soy yogurt tastes like ass. But Whole Soy & Co is *delicious* - even my cats love it: http://veganom.com/,0
this sucks ass!,1
yah  I hate this weather too. gimme warm sunshine plse,0
Well  you can send me two and get fat on the rest :),1
damn your yankees!,0
damn  it's a collection too? U freakin tease! :(. I gotta couple stacks on it!? LOL,0
  Yes  it's glorious outside! Lived one year in Norway: Hate snow  hate ice  more.,0
 Any thoughts of Justin?,0
holy sh** Im tired from reading ur shopping stops. How big of a family you have?Damn!,0
yah i think i can!! haha. i'm just gonna have to ignore his dumb ass LOL,0
i DO hate the use of the X for christmas....  altho i don't capitalize anything...that bugs people tooo... :),0
BELIEVE IT. lol. I still love you. It's just that I would hate myself for passing up an opportunity to laugh so hard @ a show.,0
http://twitpic.com/tywj - you tryin to prove you're a nerd/geek too? Too late  we knew that! I promise! =D,0
I'm at a high school that I fucken hate. I can't stand these people  but my sister has a concert thing so I have to be here,1
I don't feel bad. I'm working my ass trying to get some gifts this year  its been a while. Weather I succeed or not  I tried.,0
fuck you shane lol,1
"Hate to admit this but I'm a basket case at the end of ""Edward"". I'm tearing up just thinking about it.",0
gay + high on crack + Razor sharp vagina? sounds like @andymn to me,1
if you can get me a signed copy of Jordan's book....we'll pull some qoutes during shows.  That guy kicks ass muchos muchos  wow,1
tired as fuck and wish I was with you right now!,0
"Fuck  don't even get me started. As soon as I saw ""Animal Fri--""  I was half way to creaming myself.",0
he's a total loser spending his last howard stern money on internet sex,1
lolll you probably would hate it too 'cause it's all creamy like with a creamy sauce! i usually love these kinda soups too. GRR!,0
naah no fail whale here  Twitter was just being merciful to the rest of us ;) #mcl2,0
"I guess that song represents Bono's ""dark"" period. Fuck saving them. Be happy with your wealth.",1
hate. you.,1
  like his movies. dont like him.,0
You're still alive? Well  damn  I just lost a bet.,1
ducking ducking ducking. Stupid ass autocorrect,1
Damn you for stealing the heat.,0
yea..brang yo ass down  son :) I'll be @ Essence again...Staying @ the W! (thanxxxxxx Sony woop woop n da poop poop),1
  O H I O,0
